snno,District,Market,Crop,Variety,Grade,Min_Price,Max_Price,Model_Price,Date,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
248,Pune,Pune,Onion,Local,FAQ,2500,6200,4350.0,2024-11-19,"Pune, MH, India",81.6,59.1,69.6,81.1,59.1,69.6,54.5,60.3,0.0,0,0.0,,0,0,19.9,6.9,84.4,1015.2,0.0,15.0,228.7,19.6,8,10,2024-11-19T06:43:35,2024-11-19T17:56:23,0.61,Clear,Clear conditions throughout the day.,clear-day,remote
,,,,,,,,,2024-11-20,"Pune, MH, India",81.4,60.0,69.4,80.8,60.0,69.4,54.8,61.1,0.0,0,0.0,,0,0,25.3,10.1,89.6,1014.3,0.0,15.0,225.6,19.5,8,10,2024-11-20T06:44:10,2024-11-20T17:56:17,0.64,Clear,Clear conditions throughout the day.,clear-day,remote
251,Pune,Pune,Onion,Local,FAQ,2500,6500,4500.0,2024-11-21,"Pune, MH, India",82.3,59.3,69.0,81.5,59.3,69.0,54.7,62.1,0.0,0,0.0,,0,0,19.5,7.6,86.5,1013.9,0.2,15.0,226.9,19.5,8,10,2024-11-21T06:44:45,2024-11-21T17:56:13,0.67,Clear,Clear conditions throughout the day.,clear-day,remote
252,Pune,Pune,Onion,Local,FAQ,2500,6500,4500.0,2024-11-22,"Pune, MH, India",84.3,56.6,69.0,82.9,56.6,68.8,51.4,57.7,0.0,0,0.0,,0,0,8.9,6.5,85.9,1012.9,54.8,11.7,224.4,19.4,8,10,2024-11-22T06:45:21,2024-11-22T17:56:09,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-11-23,"Pune, MH, India",84.3,56.9,69.9,82.9,56.9,69.9,55.7,63.3,0.0,0,0.0,,0,0,13.4,4.5,98.0,1013.9,66.0,11.3,221.3,19.1,8,10,2024-11-23T06:45:56,2024-11-23T17:56:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
253,Pune,Pune,Onion,Local,FAQ,2500,6500,4500.0,2024-11-24,"Pune, MH, India",83.0,56.9,69.1,82.2,56.9,69.0,57.1,68.3,0.0,0,0.0,,0,0,19.0,7.2,89.3,1014.3,76.1,11.3,219.6,19.0,8,10,2024-11-24T06:46:32,2024-11-24T17:56:07,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
240,Pune,Pune,Onion,Local,FAQ,2400,6600,4500.0,2024-11-25,"Pune, MH, India",81.8,56.6,67.7,80.7,56.6,67.7,53.5,64.0,0.0,0,0.0,,0,0,21.3,8.7,84.1,1014.1,63.0,11.3,221.6,19.1,8,10,2024-11-25T06:47:08,2024-11-25T17:56:07,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
259,Pune,Pune,Onion,Local,FAQ,2500,7000,4750.0,2024-11-26,"Pune, MH, India",80.0,53.3,66.6,80.0,53.3,66.6,50.7,59.5,0.0,0,0.0,,0,0,23.7,8.9,84.7,1013.9,40.8,11.1,220.7,19.0,8,10,2024-11-26T06:47:45,2024-11-26T17:56:09,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
236,Pune,Pune,Onion,Local,FAQ,2300,6500,4400.0,2024-11-27,"Pune, MH, India",81.8,52.4,66.6,80.4,52.4,66.5,49.1,56.4,0.0,0,0.0,,0,0,22.1,9.2,85.6,1013.3,54.4,12.0,217.6,18.8,8,10,2024-11-27T06:48:21,2024-11-27T17:56:13,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
254,Pune,Pune,Onion,Local,FAQ,2500,6500,4500.0,2024-11-28,"Pune, MH, India",82.1,51.2,66.1,80.4,51.2,66.0,47.9,55.8,0.0,0,0.0,,0,0,30.0,13.4,83.8,1013.2,44.1,11.2,223.6,19.4,8,10,2024-11-28T06:48:58,2024-11-28T17:56:17,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-11-29,"Pune, MH, India",80.0,51.2,65.8,80.0,51.2,65.8,46.7,53.4,0.0,0,0.0,,0,0,26.6,10.3,81.6,1013.3,20.4,11.3,226.5,19.5,8,10,2024-11-29T06:49:35,2024-11-29T17:56:23,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-11-30,"Pune, MH, India",83.0,51.5,66.0,81.5,51.5,65.9,51.6,62.2,0.0,0,0.0,,0,0,14.3,5.8,73.3,1011.8,66.7,11.2,218.7,18.9,8,10,2024-11-30T06:50:12,2024-11-30T17:56:30,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-12-01,"Pune, MH, India",81.1,57.5,69.2,82.3,57.5,69.3,59.4,72.1,0.0,0,0.0,,0,0,19.7,6.9,73.3,1010.5,96.3,14.5,197.9,16.9,7,10,2024-12-01T06:50:49,2024-12-01T17:56:38,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"43063099999,remote"
223,Pune,Pune,Onion,Local,FAQ,2000,6500,4250.0,2024-12-02,"Pune, MH, India",82.5,65.6,74.2,84.7,65.6,74.5,64.9,73.6,0.0,0,0.0,,0,0,23.0,9.8,82.8,1009.5,85.2,11.7,122.1,10.6,5,10,2024-12-02T06:51:26,2024-12-02T17:56:48,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
226,Pune,Pune,Onion,Local,FAQ,2000,7000,4500.0,2024-12-03,"Pune, MH, India",84.8,70.4,76.7,88.4,70.4,77.7,68.1,75.4,0.012,100,12.5,rain,0,0,30.4,13.9,95.8,1011.0,87.8,11.7,154.8,13.4,6,10,2024-12-03T06:52:02,2024-12-03T17:56:58,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
227,Pune,Pune,Onion,Local,FAQ,2000,7000,4500.0,2024-12-04,"Pune, MH, India",84.8,71.7,77.4,88.1,71.7,78.7,69.1,76.5,0.016,100,4.17,rain,0,0,28.4,13.0,98.0,1011.9,80.2,11.8,116.7,10.0,4,10,2024-12-04T06:52:39,2024-12-04T17:57:10,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
255,Pune,Pune,Onion,Local,FAQ,2500,7000,4750.0,2024-12-05,"Pune, MH, India",88.9,68.6,77.3,91.4,68.6,78.5,67.7,74.1,0.0,0,0.0,,0,0,18.6,6.3,83.8,1012.6,25.9,11.3,183.2,16.0,7,10,2024-12-05T06:53:16,2024-12-05T17:57:24,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
256,Pune,Pune,Onion,Local,FAQ,2500,7000,4750.0,2024-12-06,"Pune, MH, India",89.7,69.5,77.2,92.4,69.5,78.5,67.9,74.7,0.012,100,12.5,rain,0,0,11.6,3.8,22.1,1012.3,38.2,11.1,176.3,15.1,6,10,2024-12-06T06:53:53,2024-12-06T17:57:38,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-12-07,"Pune, MH, India",88.7,68.1,76.1,88.7,68.1,76.5,64.4,69.7,0.0,0,0.0,,0,0,18.3,7.4,320.9,1011.4,23.2,11.3,200.9,17.6,7,10,2024-12-07T06:54:29,2024-12-07T17:57:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
257,Pune,Pune,Onion,Local,FAQ,2500,7000,4750.0,2024-12-08,"Pune, MH, India",88.4,62.9,73.5,87.4,62.9,73.3,57.7,60.5,0.0,0,0.0,,0,0,19.7,8.5,288.2,1011.6,32.6,11.3,210.1,18.2,8,10,2024-12-08T06:55:05,2024-12-08T17:58:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
260,Pune,Pune,Onion,Local,FAQ,2500,7200,4850.0,2024-12-09,"Pune, MH, India",83.9,55.5,70.1,82.0,55.5,69.9,53.1,57.8,0.0,0,0.0,,0,0,15.0,4.9,50.1,1012.4,15.3,11.3,217.3,18.7,8,10,2024-12-09T06:55:41,2024-12-09T17:58:28,0.28,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
258,Pune,Pune,Onion,Local,FAQ,2500,7000,4750.0,2024-12-10,"Pune, MH, India",83.6,55.7,68.7,82.6,55.7,68.7,53.4,59.9,0.0,0,0.0,,0,0,20.4,8.1,86.1,1013.5,30.2,11.3,209.4,17.9,8,10,2024-12-10T06:56:17,2024-12-10T17:58:47,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
217,Pune,Pune,Onion,Local,FAQ,2000,5200,3600.0,2024-12-11,"Pune, MH, India",83.9,57.8,69.9,83.6,57.8,69.9,58.8,70.3,0.0,0,0.0,,0,0,17.7,6.9,80.3,1013.9,26.6,11.3,209.9,18.1,8,10,2024-12-11T06:56:53,2024-12-11T17:59:07,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
229,Pune,Pune,Onion,Local,FAQ,2000,7500,4750.0,2024-12-12,"Pune, MH, India",83.5,57.8,69.3,82.7,57.8,69.3,57.4,68.7,0.0,0,0.0,,0,0,15.4,5.4,76.6,1013.1,16.2,11.1,213.0,18.3,8,10,2024-12-12T06:57:28,2024-12-12T17:59:28,0.39,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
228,Pune,Pune,Onion,Local,FAQ,2000,7000,4500.0,2024-12-13,"Pune, MH, India",81.9,57.3,68.3,81.0,57.3,68.2,53.0,60.9,0.0,0,0.0,,0,0,23.0,9.6,83.4,1014.0,76.3,11.1,212.9,18.4,8,10,2024-12-13T06:58:02,2024-12-13T17:59:50,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-12-14,"Pune, MH, India",80.9,53.3,66.5,80.2,53.3,66.5,50.5,59.0,0.0,0,0.0,,0,0,21.9,8.3,87.8,1015.5,41.8,11.3,217.0,18.5,8,10,2024-12-14T06:58:37,2024-12-14T18:00:13,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
183,Pune,Pune,Onion,Local,FAQ,1500,7000,4250.0,2024-12-15,"Pune, MH, India",84.5,51.2,66.2,82.0,51.2,66.1,48.4,56.1,0.0,0,0.0,,0,0,18.1,6.9,87.0,1016.3,17.1,11.5,219.4,19.0,8,10,2024-12-15T06:59:11,2024-12-15T18:00:38,0.5,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
193,Pune,Pune,Onion,Local,FAQ,1600,6000,3600.0,2024-12-16,"Pune, MH, India",83.9,49.4,65.6,81.1,49.4,65.4,45.0,52.3,0.0,0,0.0,,0,0,17.9,6.9,84.0,1015.1,1.7,11.3,222.9,19.2,8,10,2024-12-16T06:59:44,2024-12-16T18:01:03,0.53,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
172,Pune,Pune,Onion,Local,FAQ,1500,2900,2200.0,2024-12-17,"Pune, MH, India",84.5,47.9,65.5,81.9,47.9,65.2,46.6,54.7,0.0,0,0.0,,0,0,14.3,6.0,91.5,1013.7,28.8,11.3,220.5,19.2,8,10,2024-12-17T07:00:17,2024-12-17T18:01:29,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
184,Pune,Pune,Onion,Local,FAQ,1600,3000,2300.0,2024-12-18,"Pune, MH, India",82.7,50.3,65.2,80.8,50.3,65.1,48.8,59.4,0.0,0,0.0,,0,0,16.1,5.8,89.9,1013.0,15.7,12.0,220.3,19.2,8,10,2024-12-18T07:00:49,2024-12-18T18:01:56,0.59,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
186,Pune,Pune,Onion,Local,FAQ,1600,3200,2400.0,2024-12-19,"Pune, MH, India",88.4,50.3,67.1,86.1,50.3,66.9,51.0,60.5,0.0,0,0.0,,0,0,13.4,5.6,123.3,1012.0,30.5,11.2,217.4,18.7,8,10,2024-12-19T07:01:21,2024-12-19T18:02:24,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
173,Pune,Pune,Onion,Local,FAQ,1500,3000,2250.0,2024-12-20,"Pune, MH, India",85.7,56.6,70.3,84.0,56.6,70.2,57.0,66.2,0.0,0,0.0,,0,0,13.2,5.1,272.4,1011.6,43.2,11.3,211.2,18.2,8,10,2024-12-20T07:01:52,2024-12-20T18:02:52,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-12-21,"Pune, MH, India",85.3,61.1,70.7,84.7,61.1,70.7,61.7,76.7,0.0,0,0.0,,0,0,13.2,5.6,248.4,1011.5,41.1,11.0,204.6,17.6,8,10,2024-12-21T07:02:22,2024-12-21T18:03:22,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
164,Pune,Pune,Onion,Local,FAQ,1400,2800,2100.0,2024-12-22,"Pune, MH, India",85.3,62.0,70.0,85.7,62.0,70.1,62.8,80.3,0.0,0,0.0,,0,0,20.4,8.9,249.8,1012.5,58.7,11.6,157.5,13.4,6,10,2024-12-22T07:02:52,2024-12-22T18:03:52,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
174,Pune,Pune,Onion,Local,FAQ,1500,3000,2250.0,2024-12-23,"Pune, MH, India",79.9,63.1,69.9,79.9,63.1,69.9,62.4,78.9,0.0,0,0.0,,0,0,16.8,6.5,267.3,1012.6,55.3,11.3,144.0,12.4,7,10,2024-12-23T07:03:21,2024-12-23T18:04:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
177,Pune,Pune,Onion,Local,FAQ,1500,3200,2350.0,2024-12-24,"Pune, MH, India",82.5,60.5,70.2,83.8,60.5,70.3,62.2,78.1,0.0,0,0.0,,0,0,16.6,6.3,265.7,1012.6,42.8,11.1,168.2,14.4,7,10,2024-12-24T07:03:49,2024-12-24T18:04:55,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
187,Pune,Pune,Onion,Local,FAQ,1600,3200,2400.0,2024-12-25,"Pune, MH, India",83.5,62.0,71.8,84.3,62.0,71.9,61.9,73.3,0.0,0,0.0,,0,0,16.3,5.8,60.5,1013.8,41.3,10.8,166.0,14.4,7,10,2024-12-25T07:04:16,2024-12-25T18:05:27,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
188,Pune,Pune,Onion,Local,FAQ,1600,3200,2400.0,2024-12-26,"Pune, MH, India",82.5,65.4,72.0,85.2,65.4,72.2,63.8,76.6,0.004,100,4.17,rain,0,0,17.7,6.9,111.2,1015.6,53.0,11.1,115.4,9.9,5,10,2024-12-26T07:04:42,2024-12-26T18:06:00,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
189,Pune,Pune,Onion,Local,FAQ,1600,3200,2400.0,2024-12-27,"Pune, MH, India",81.8,63.2,72.5,83.6,63.2,72.8,64.6,77.5,0.02,100,12.5,rain,0,0,20.4,9.2,138.6,1015.9,41.0,11.3,146.7,12.6,6,10,2024-12-27T07:05:08,2024-12-27T18:06:34,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-12-28,"Pune, MH, India",86.2,64.5,73.5,87.5,64.5,73.9,66.5,80.8,0.236,100,8.33,rain,0,0,19.0,5.8,217.4,1015.6,49.9,11.2,158.1,13.7,6,10,2024-12-28T07:05:33,2024-12-28T18:07:08,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
178,Pune,Pune,Onion,Local,FAQ,1500,3300,2400.0,2024-12-29,"Pune, MH, India",85.4,65.6,73.9,87.0,65.6,74.4,65.1,76.1,0.004,100,4.17,rain,0,0,16.6,5.4,74.8,1015.8,46.9,11.3,175.0,15.0,7,10,2024-12-29T07:05:57,2024-12-29T18:07:42,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
179,Pune,Pune,Onion,Local,FAQ,1500,3300,2400.0,2024-12-30,"Pune, MH, India",86.2,64.7,73.1,85.1,64.7,73.2,62.6,72.4,0.0,0,0.0,,0,0,18.8,6.5,69.6,1016.1,18.3,11.1,200.9,17.2,8,10,2024-12-30T07:06:19,2024-12-30T18:08:18,0.98,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
190,Pune,Pune,Onion,Local,FAQ,1600,3500,2550.0,2024-12-31,"Pune, MH, India",87.9,62.0,72.6,86.7,62.0,72.6,59.8,67.4,0.0,0,0.0,,0,0,19.5,8.1,88.0,1016.4,3.4,11.3,211.8,18.3,8,10,2024-12-31T07:06:41,2024-12-31T18:08:53,0.0,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
